iter	Logloss
480	0.02737409048
481	0.02729233956
482	0.02723804205
483	0.02717272154
484	0.02707027967
485	0.02696100974
486	0.02688012863
487	0.0268106916
488	0.02672430535
489	0.02668237995
490	0.0266050843
491	0.02648180479
492	0.02642189728
493	0.02634448383
494	0.02626184937
495	0.02617528068
496	0.0261012371
497	0.02600481028
498	0.02593743476
499	0.02591379274
500	0.02584507196
501	0.02576513704
502	0.02571187418
503	0.02562141734
504	0.02556557172
505	0.02549732107
506	0.02540330886
507	0.025357563
508	0.02524891638
509	0.02518000249
510	0.02509354353
511	0.02504406073
512	0.02497637188
513	0.02492165768
514	0.02486306895
515	0.02476403571
516	0.02470650088
517	0.02462637149
518	0.02457805632
519	0.02452438429
520	0.02446297451
521	0.02441674947
522	0.02433562454
523	0.02430684435
524	0.02423138353
525	0.02416249751
526	0.02408638926
527	0.02401799982
528	0.02392675665
529	0.02386627163
530	0.02382299036
531	0.02375580041
532	0.02366281249
533	0.02361501375
534	0.02352966015
535	0.02346932194
536	0.02341588657
537	0.02333924242
538	0.02329440349
539	0.02324280935
540	0.02318257539
541	0.02311427437
542	0.02305566806
543	0.0229860471
544	0.02294287696
545	0.02290367024
546	0.02282644539
547	0.02278365962
548	0.02271047723
549	0.02267358235
550	0.02265515645
551	0.0226138545
552	0.02254190246
553	0.02249030286
554	0.02242454494
555	0.02236492216
556	0.02230607085
557	0.02224585431
558	0.02218853295
559	0.02213441905
560	0.02209136967
561	0.0220344864
562	0.0219844127
563	0.02194358053
564	0.02186993065
565	0.02182721468
566	0.0217781357
567	0.02172988938
568	0.02169706789
569	0.02165007902
570	0.02160359747
571	0.02156453121
572	0.02152153203
573	0.02147311485
574	0.02141522914
575	0.02137958283
576	0.02130984008
577	0.02125906992
578	0.02121194292
579	0.02112392169
580	0.02108354844
581	0.0210226522
582	0.02097332677
583	0.02093125396
584	0.02089073962
585	0.0208537025
586	0.02080347321
587	0.02076004008
588	0.02070174191
589	0.02065279539
590	0.0206144111
591	0.02054884163
592	0.02047448408
593	0.0204377099
594	0.02041656506
595	0.02037686409
596	0.0203367295
597	0.0202994201
598	0.02025832726
599	0.02019474292
600	0.02015997146
601	0.02010534868
602	0.02006865407
603	0.02003232498
604	0.01998940227
605	0.01993631731
606	0.01989092139
607	0.01984817674
608	0.01978356519
609	0.01974410457
610	0.0196836854
611	0.0196277084
612	0.01959894733
613	0.01955914637
614	0.01950792324
615	0.01947018351
616	0.0194283199
617	0.01939020261
618	0.01935111867
619	0.01929887384
620	0.01924241828
621	0.01920036285
622	0.01916027935
623	0.01913764644
624	0.01908543989
625	0.01904362826
626	0.01898530759
627	0.01892844472
628	0.01890281545
629	0.0188604999
630	0.01883287434
631	0.01881186023
632	0.0187608083
633	0.01870924537
634	0.0186656204
635	0.01861470845
636	0.01856156698
637	0.01852540229
638	0.01846821153
639	0.01843554006
640	0.01838208161
641	0.01833378247
642	0.01828424776
643	0.01822163862
644	0.01818821507
645	0.01815622172
646	0.0181389773
647	0.01808241145
648	0.01803415264
649	0.0180013119
650	0.01796507603
651	0.01794421876
652	0.01790882581
653	0.01786018433
654	0.01783860024
655	0.01781070864
656	0.01776924295
657	0.01772957542
658	0.01769114381
659	0.01764063542
660	0.01760934545
661	0.01757357335
662	0.01753063454
663	0.0175123737
664	0.01746516634
665	0.01742972914
666	0.01738116783
667	0.01733804128
668	0.01728631375
669	0.01726169707
670	0.01722747623
671	0.01719468189
672	0.01715232044
673	0.01712056542
674	0.01708061629
675	0.01703622538
676	0.01699242291
677	0.0169623039
678	0.01693937252
679	0.01689994816
680	0.01686780143
681	0.01685063605
682	0.01680503411
683	0.01678418947
684	0.01674328573
685	0.01670818709
686	0.01666621892
687	0.01663084673
688	0.01659567142
689	0.01656503598
690	0.01653060575
691	0.01649222764
692	0.01646466649
693	0.01642807868
694	0.01639309136
695	0.01636826193
696	0.01633348228
697	0.01630195251
698	0.01628197583
699	0.01626102819
700	0.01622391023
701	0.01618910716
702	0.01613384215
703	0.01609447439
704	0.01607283892
705	0.01603261051
706	0.01600953714
707	0.01597762324
708	0.01592953552
709	0.01589584501
710	0.0158569635
711	0.01582903114
712	0.01579101175
713	0.01576058593
714	0.01572842551
715	0.01569171423
716	0.01565421987
717	0.0156142293
718	0.01558257744
719	0.01555310523
720	0.01552351875
721	0.01549665773
722	0.01545647225
723	0.01543316005
724	0.01540252319
725	0.01535468973
726	0.01532507463
727	0.01530118516
728	0.01525054845
729	0.01520496211
730	0.01515727064
731	0.01511459368
732	0.01508174643
733	0.01504982687
734	0.01501383662
735	0.01498360091
736	0.0149435214
737	0.01491542497
738	0.01487845962
739	0.01486158741
740	0.0148394294
741	0.01479662333
742	0.01476227136
743	0.01473170673
744	0.01469305693
745	0.01467308575
746	0.01465822746
747	0.01462930069
748	0.0146048208
749	0.01457953916
750	0.01455048324
751	0.01451960669
752	0.01450271384
753	0.01449324976
754	0.01447858606
755	0.01444684983
756	0.01443125407
757	0.01440912374
758	0.01439220064
759	0.01436442144
760	0.01432855049
761	0.01430524878
762	0.01428251011
763	0.01426530244
764	0.01424107117
765	0.0142027571
766	0.01417666651
767	0.01415141014
768	0.01412979606
769	0.01410439065
770	0.01407206771
771	0.0140330231
772	0.01399690078
773	0.01394811516
774	0.01392918538
775	0.01390293196
776	0.01386174993
777	0.01382354821
778	0.01379321655
779	0.01377383832
780	0.01374561491
781	0.01370948808
782	0.01368135344
783	0.01366133998
784	0.01363789743
785	0.01360289952
786	0.01357906266
787	0.01355813923
788	0.01353629381
789	0.01350929633
790	0.01348034435
791	0.01344695995
792	0.01340951335
793	0.0133852257
794	0.0133626347
795	0.01334383982
796	0.0133046636
797	0.01327628
798	0.01326027199
799	0.01323030103
800	0.01320963715
801	0.01319239507
802	0.01316614403
803	0.0131417642
804	0.01311118903
805	0.01308818608
806	0.01307418046
807	0.01304972922
808	0.01302994603
809	0.01300152817
810	0.01297973824
811	0.01295330351
812	0.01293133149
813	0.01290922962
814	0.01287739509
815	0.01284960285
816	0.01282089873
817	0.01279881398
818	0.0127828693
819	0.01276390142
820	0.01274113679
821	0.01271579801
822	0.0126863943
823	0.01265677508
824	0.01262374412
825	0.01260116276
826	0.01256268404
827	0.01253276581
828	0.01250471276
829	0.01248917336
830	0.01247032342
831	0.01244388713
832	0.01242716408
833	0.01240302847
834	0.01238834703
835	0.01237091373
836	0.01233120237
837	0.01230450993
838	0.01226334943
839	0.01224652681
840	0.01222060317
841	0.01218215027
842	0.01215973554
843	0.01212097449
844	0.01209873119
845	0.01207908971
846	0.01205766804
847	0.0120352855
848	0.01202789717
849	0.01200229871
850	0.01198223727
851	0.01195030022
852	0.01192870798
853	0.01190738996
854	0.01189713009
855	0.01187676929
856	0.01185878861
857	0.01182680059
858	0.01180476148
859	0.0117899709
860	0.01177985125
861	0.0117580746
862	0.01173352751
863	0.01170610683
864	0.01168778852
865	0.01166902759
866	0.01165248753
867	0.01163409585
868	0.01163013321
869	0.01160580544
870	0.01158080102
871	0.0115582402
872	0.011543707
873	0.01151871909
874	0.0114979131
875	0.0114965049
876	0.0114804016
877	0.01145794442
878	0.01142518248
879	0.01140073965
880	0.011397939
881	0.01136040213
882	0.01135866236
883	0.01135552015
884	0.0113370591
885	0.01131390561
886	0.01130104791
887	0.01127318139
888	0.01125653112
889	0.01123720718
890	0.01122180521
891	0.01119781458
892	0.01117556791
893	0.0111588492
894	0.01114713167
895	0.01113267708
896	0.01111350076
897	0.01110453381
898	0.01106618214
899	0.01103281534
900	0.0110303463
901	0.01101891224
902	0.01100164178
903	0.01099383513
904	0.01097598724
905	0.01095366502
906	0.01093618662
907	0.01091946419
908	0.01088958098
909	0.01086075478
910	0.010840736
911	0.01081411403
912	0.01079250677
913	0.01078150487
914	0.01076797761
915	0.01074215765
916	0.01072598936
917	0.01070021509
918	0.01068223895
919	0.01066380453
920	0.01064684407
921	0.01064374665
922	0.01061664331
923	0.01060605186
924	0.01057633393
925	0.01056322055
926	0.01055228488
927	0.01053719523
928	0.01051908512
929	0.0105055077
930	0.0104944609
931	0.01048091561
932	0.01045968985
933	0.01043946933
934	0.01042141045
935	0.01041879126
936	0.01039454214
937	0.01038908919
938	0.0103669939
939	0.01035628991
940	0.01033298739
941	0.01032025985
942	0.01031173141
943	0.01028896334
944	0.01027614871
945	0.01025269237
946	0.01024393239
947	0.01021706747
948	0.01021573864
949	0.01018580252
950	0.0101613547
951	0.01014272968
952	0.01011643007
953	0.01009914165
954	0.0100786979
955	0.01006278732
956	0.01003795346
957	0.01002513508
958	0.01001420245
959	0.00999399517
960	0.009974334777
961	0.009960671927
962	0.009937474095
963	0.009923382078
964	0.009909004423
965	0.009879838416
966	0.009853954312
967	0.009835641603
968	0.009821234366
969	0.009806222336
970	0.009793236446
971	0.009791497521
972	0.009778832128
973	0.009760433022
974	0.009740411997
975	0.009720898167
976	0.009717658968
977	0.009704155596
978	0.009684309879
979	0.009676222549
980	0.009661734329
981	0.009649103152
982	0.009637051262
983	0.00963047213
984	0.009621432375
985	0.009610918928
986	0.009589668805
987	0.00958361749
988	0.009569847613
989	0.009545938204
990	0.00953490592
991	0.00951653822
992	0.009505329683
993	0.009490750435
994	0.009489678973
995	0.009478887946
996	0.009463375734
997	0.009446783064
998	0.009428388061
999	0.00941532406
