iter	Logloss
0	0.6809916354
1	0.6695171697
2	0.6577294808
3	0.6468845085
4	0.6376872573
5	0.6278146203
6	0.6164405388
7	0.6067376188
8	0.5954919007
9	0.5849799871
10	0.5744039769
11	0.5658745182
12	0.5580841628
13	0.5471704977
14	0.5366419613
15	0.5273598887
16	0.518621792
17	0.5101498572
18	0.5012714679
19	0.4951927786
20	0.4877109611
21	0.4802797479
22	0.4723474692
23	0.4645325243
24	0.4566543936
25	0.4500054154
26	0.4417925717
27	0.4348652837
28	0.4280887371
29	0.4212963136
30	0.4159653562
31	0.4096644732
32	0.4036413793
33	0.3983226234
34	0.3923492833
35	0.3874959018
36	0.3816606955
37	0.3759770682
38	0.3708902142
39	0.3648482952
40	0.3594340414
41	0.3554077701
42	0.3498596348
43	0.3449051038
44	0.340118912
45	0.335257902
46	0.3316488209
47	0.3275000289
48	0.3234832
49	0.3196145865
50	0.3154111408
51	0.3107280279
52	0.3061706805
53	0.3015406933
54	0.2976948117
55	0.2937944454
56	0.2898659469
57	0.2860832572
58	0.2815675047
59	0.2777158835
60	0.2741551579
61	0.2706249325
62	0.2675045374
63	0.2648454263
64	0.2620085771
65	0.2582304944
66	0.2548794049
67	0.2519520004
68	0.2484588308
69	0.2464915891
70	0.2437412397
71	0.240812265
72	0.2382184625
73	0.2354991454
74	0.2325249074
75	0.2295851839
76	0.2269791607
77	0.2242468602
78	0.2213889831
79	0.2185811169
80	0.2159299995
81	0.2136631027
82	0.2110338132
83	0.2084124457
84	0.2062213038
85	0.2045267008
86	0.2020023759
87	0.2002255678
88	0.1984074382
89	0.1961885457
90	0.193773538
91	0.1921789836
92	0.190380124
93	0.1886081586
94	0.1866986121
95	0.1847279862
96	0.1830813135
97	0.181154427
98	0.1792389298
99	0.1772678546
100	0.1759976319
101	0.1743967678
102	0.1726161622
103	0.1711904024
104	0.1696355532
105	0.1677392699
106	0.1660748992
107	0.1640398393
108	0.1625236926
109	0.1611243203
110	0.1595798346
111	0.1576868779
112	0.1560339586
113	0.1544358117
114	0.1532564651
115	0.151946566
116	0.1508225606
117	0.1495378235
118	0.148278487
119	0.1466605905
120	0.1455365864
121	0.1446564576
122	0.1433049777
123	0.1424789371
124	0.1412443902
125	0.1400359216
126	0.138970207
127	0.1381002746
128	0.1367782444
129	0.1358547224
130	0.134608201
131	0.1336423471
132	0.1325690306
133	0.1313459296
134	0.1307358968
135	0.1295448327
136	0.12857913
137	0.127586186
138	0.1266129003
139	0.1256594024
140	0.1249905273
141	0.1239116825
142	0.1230397158
143	0.122215047
144	0.1212570901
145	0.1200629817
146	0.1192634319
147	0.1186122477
148	0.1176503635
149	0.1167695692
150	0.1161591954
151	0.115489678
152	0.1146869851
153	0.1139019153
154	0.113179457
155	0.1124498595
156	0.1116930288
157	0.1108216145
158	0.1097489808
159	0.1088441671
160	0.1080568314
161	0.1072941898
162	0.106693872
163	0.1059332558
164	0.1053819932
165	0.1047022704
166	0.1039879402
167	0.1032338965
168	0.102421523
169	0.101711458
170	0.1008583195
171	0.1001786183
172	0.09933738106
173	0.09877311556
174	0.09796739181
175	0.09754676599
176	0.09690087678
177	0.09638048293
178	0.09597733679
179	0.09544194595
180	0.09475029769
181	0.09410023625
182	0.09343443158
183	0.09275213238
184	0.09212906872
185	0.09162772121
186	0.09109912059
187	0.09050391061
188	0.0899387687
189	0.0893406587
190	0.08877819495
191	0.08839735217
192	0.08772305424
193	0.08722693557
194	0.0868368314
195	0.08631375463
196	0.085868294
197	0.08527258738
198	0.08483883984
199	0.08442473785
200	0.08389458502
201	0.08335482167
202	0.0830595295
203	0.08271965059
204	0.08233303868
205	0.08194159816
206	0.08132157198
207	0.08079184968
208	0.08017797778
209	0.07982091033
210	0.07930461979
211	0.07885050112
212	0.07852665626
213	0.07819501707
214	0.07763830666
215	0.07736347655
216	0.07677290111
217	0.07629954886
218	0.07587611475
219	0.07545135081
220	0.07510350164
221	0.07470534261
222	0.07410429073
223	0.07371355524
224	0.07327869417
225	0.07297273724
226	0.07254614378
227	0.07224500543
228	0.07179949008
229	0.07136866407
230	0.07093095088
231	0.07057552773
232	0.0702913229
233	0.06986874426
234	0.06956745913
235	0.0691052591
236	0.06874599897
237	0.0683661283
238	0.06795272671
239	0.0676313175
240	0.06729462292
241	0.06700585124
242	0.06664466137
243	0.06630507856
244	0.06581246213
245	0.06551519819
246	0.06524587242
247	0.06490804621
248	0.0645975892
249	0.06421311815
250	0.06399190934
251	0.06363584715
252	0.06338700197
253	0.06308907374
254	0.06277705473
255	0.06247903596
256	0.06214491941
257	0.06189679549
258	0.06157070157
259	0.06123928586
260	0.06094612297
261	0.06069313293
262	0.06039439454
263	0.06021914026
264	0.05992240385
265	0.0595635737
266	0.0592484419
267	0.0590172008
268	0.05866694842
269	0.0584178891
270	0.05821516138
271	0.05794736039
272	0.05777481369
273	0.05758108967
274	0.05735486222
275	0.05698626479
276	0.05677899238
277	0.0565358794
278	0.05625444859
279	0.05598932472
280	0.0557083942
281	0.0554819753
282	0.05514042522
283	0.05482906772
284	0.05452069536
285	0.05424003467
286	0.05403402928
287	0.05379816245
288	0.05357888165
289	0.05332458036
290	0.05302592894
291	0.05276974283
292	0.05248965273
293	0.05225764452
294	0.05193726212
295	0.05177814775
296	0.0515427721
297	0.05131770265
298	0.05111224444
299	0.05100550077
300	0.05084756968
301	0.05058832877
302	0.05027425099
303	0.05005302546
304	0.04986574058
305	0.04966888035
306	0.04944144585
307	0.04923993616
308	0.04899831948
309	0.04880741373
310	0.04865558675
311	0.0484970883
312	0.04827132027
313	0.04810795698
314	0.04794429817
315	0.04780036653
316	0.04757529639
317	0.04739335303
318	0.04727593991
319	0.04710645152
320	0.04689592405
321	0.04668803292
322	0.04644155159
323	0.04629784954
324	0.04612093544
325	0.04595915296
326	0.04582617856
327	0.04561567926
328	0.04540187617
329	0.04517905232
330	0.04500575938
331	0.04488179703
332	0.04468564657
333	0.04450438203
334	0.04429733348
335	0.04409914135
336	0.04384922053
337	0.04368920738
338	0.04353187525
339	0.0434347575
340	0.04329824144
341	0.04317944785
342	0.04305442516
343	0.04288448079
344	0.04273128215
345	0.04256561834
346	0.04243369324
347	0.04230736621
348	0.04216867576
349	0.04198749348
350	0.04179174846
351	0.04165651331
352	0.04149037092
353	0.04130556238
354	0.04116933775
355	0.04101881856
356	0.0409187531
357	0.04074913404
358	0.04058358472
359	0.0403799077
360	0.04021755695
361	0.04005119804
362	0.03996995986
363	0.03986581711
364	0.03975585714
365	0.0395858348
366	0.03937456663
367	0.03923703853
368	0.0390954761
369	0.03894032341
370	0.03878106901
371	0.03860161973
372	0.03849679825
373	0.03836300577
374	0.0382631459
375	0.03813162823
376	0.03795712152
377	0.03782296475
378	0.03772794073
379	0.03760294685
380	0.03741092474
381	0.0372611523
382	0.03716254714
383	0.03704611144
384	0.03695631585
385	0.03683555369
386	0.03669732442
387	0.03657874202
388	0.03640358455
389	0.03629777022
390	0.03616207984
391	0.03603838641
392	0.03589604452
393	0.03582578293
394	0.03568071899
395	0.03553709703
396	0.03536429011
397	0.03528907092
398	0.03506733672
399	0.03499557958
400	0.03484456105
401	0.03474127833
402	0.0346019346
403	0.0344967962
404	0.03438298048
405	0.03431014799
406	0.03419832309
407	0.0341130974
408	0.03397531525
409	0.03388129745
410	0.0337877505
411	0.03371128241
412	0.03358607455
413	0.03347536802
414	0.03338984441
415	0.03332997589
416	0.0332357856
417	0.03314725534
418	0.03304702728
419	0.03295678364
420	0.03285888154
421	0.03275521888
422	0.03268242672
423	0.03263266702
424	0.0325276316
425	0.03240764933
426	0.03232065623
427	0.03225088618
428	0.03217946052
429	0.03209656728
430	0.03197677047
431	0.03186040506
432	0.03175731378
433	0.03162929739
434	0.03157327755
435	0.03148114558
436	0.0313807411
437	0.03130970755
438	0.03120171913
439	0.03110279012
440	0.03102513259
441	0.03093099095
442	0.03083178513
443	0.03074285343
444	0.03067064101
445	0.03063059577
446	0.03057708642
447	0.0304512639
448	0.03035431123
449	0.03025763203
450	0.03017280073
451	0.030114167
452	0.03004012282
453	0.02991606535
454	0.02981741291
455	0.02972026269
456	0.02962904553
457	0.02957032309
458	0.02942698511
459	0.02932289964
460	0.02919498519
461	0.02909069479
462	0.02897148267
463	0.02886371048
464	0.02875173382
465	0.02866523379
466	0.028560773
467	0.02845780104
468	0.02834847686
469	0.02826848265
470	0.02822462567
471	0.02811377079
472	0.02805767415
473	0.02795994737
474	0.02790198723
475	0.02779709973
476	0.02769060539
477	0.02758166605
478	0.02749240308
479	0.02744080209
